what,kind,bundleId,bundleVersion,description,time
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989190565
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989190612
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989190674
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989190721
error,log,,,"SOPC design not set.",1349989190768
error,log,,,"CPU module not set.",1349989190815
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989190877
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1349989190955
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989190986
error,log,,,"CPU architecture type not set. ",1349989191018
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989191049
error,log,,,"CPU master group not set.",1349989191080
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989191127
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989191158
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989191189
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989191220
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989191252
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989191298
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989191330
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989191376
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989191408
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989191439
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989191501
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989191532
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989191579
