what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU architecture type not set. ",1349989171112
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989171159
error,log,,,"CPU master group not set.",1349989171206
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989171252
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989171299
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989171346
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989171455
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989171502
error,log,,,"SOPC design not set.",1349989171549
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989171580
error,log,,,"CPU module not set.",1349989171611
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989171658
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1349989171689
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989171720
error,log,,,"CPU architecture type not set. ",1349989171752
error,log,,,"CPU master group not set.",1349989171798
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989171830
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989171861
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989171908
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989171939
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989171970
error,log,,,"SOPC design not set.",1349989172017
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989172048
error,log,,,"CPU module not set.",1349989172079
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1349989172126
