what,kind,bundleId,bundleVersion,description,time
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989172173
error,log,,,"CPU architecture type not set. ",1349989172220
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989172251
error,log,,,"CPU master group not set.",1349989172298
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989172344
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989172391
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989172469
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989172532
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989172563
error,log,,,"SOPC design not set.",1349989172610
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989172641
error,log,,,"CPU module not set.",1349989172688
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1349989172734
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989172766
error,log,,,"CPU architecture type not set. ",1349989172812
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989172859
error,log,,,"CPU master group not set.",1349989172890
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989172937
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989172968
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989173000
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989173031
error,log,,,"SOPC design not set.",1349989173062
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989173109
error,log,,,"CPU module not set.",1349989173140
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989173171
