what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349989384317
error,log,,,"SOPC design not set.",1349989436935
error,log,,,"CPU module not set.",1349989436982
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1349989437013
error,log,,,"CPU architecture type not set. ",1349989437045
error,log,,,"CPU master group not set.",1349989437076
error,log,,,"SOPC design not set.",1349989437123
error,log,,,"CPU module not set.",1349989437154
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1349989437185
error,log,,,"CPU architecture type not set. ",1349989437232
error,log,,,"CPU master group not set.",1349989437263
error,log,,,"Expected base address of system ID component is undefined.",1349989437294
error,log,,,"SOPC design not set.",1349989437341
error,log,,,"CPU module not set.",1349989437372
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1349989437403
error,log,,,"CPU architecture type not set. ",1349989437450
error,log,,,"CPU master group not set.",1349989437481
error,log,,,"Expected base address of system ID component is undefined.",1349989437528
error,log,,,"SOPC design not set.",1349989437559
error,log,,,"CPU module not set.",1349989437591
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1349989437637
error,log,,,"CPU architecture type not set. ",1349989437669
error,log,,,"CPU master group not set.",1349989437715
error,log,,,"Expected base address of system ID component is undefined.",1349989437747
error,log,,,"SOPC design not set.",1349989437793
