what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1349984782329
activated,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.DebugView",1349984799087
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1349984799118
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1349984801146
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1349984815248
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349984913710
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349984918780
error,log,,,"SOPC design not set.",1349984918998
error,log,,,"CPU module not set.",1349984919045
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1349984919107
error,log,,,"CPU architecture type not set. ",1349984919154
error,log,,,"CPU master group not set.",1349984919185
error,log,,,"SOPC design not set.",1349984919295
error,log,,,"CPU module not set.",1349984919341
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1349984919373
error,log,,,"CPU architecture type not set. ",1349984919404
error,log,,,"CPU master group not set.",1349984919451
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1349984920527
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1349984925052
activated,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.DebugView",1349984933138
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1349984933169
activated,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.DebugView",1349984933871
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.Resume",1349984937085
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1349984938473
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1349984943793
