what,kind,bundleId,bundleVersion,description,time
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989228598
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349989231874
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.OpenDebugConfigurations",1349989231890
activated,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.DebugView",1349989237166
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1349989237837
activated,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.DebugView",1349989239678
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1349989241503
error,log,,,"SOPC design not set.",1349989244077
error,log,,,"CPU module not set.",1349989244108
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1349989244140
error,log,,,"CPU architecture type not set. ",1349989244186
error,log,,,"CPU master group not set.",1349989244218
error,log,,,"Connected system ID hash not found on target at expected base address.",1349989244249
error,log,,,"Connected system timestamp not found on target at expected base address.",1349989244280
error,log,,,"SOPC design not set.",1349989244327
error,log,,,"CPU module not set.",1349989244358
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1349989244405
error,log,,,"CPU architecture type not set. ",1349989244436
error,log,,,"CPU master group not set.",1349989244483
error,log,,,"Expected base address of system ID component is undefined.",1349989244514
error,log,,,"SOPC design not set.",1349989244545
error,log,,,"CPU module not set.",1349989244592
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1349989244639
error,log,,,"CPU architecture type not set. ",1349989244670
error,log,,,"CPU master group not set.",1349989244717
