what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349989321957
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349989362254
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1349989362285
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1349989363627
activated,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.DebugView",1349989367359
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1349989367391
error,log,,,"SOPC design not set.",1349989370760
error,log,,,"CPU module not set.",1349989370807
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1349989370838
error,log,,,"CPU architecture type not set. ",1349989370869
error,log,,,"CPU master group not set.",1349989370916
error,log,,,"SOPC design not set.",1349989370947
error,log,,,"CPU module not set.",1349989370994
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1349989371025
error,log,,,"CPU architecture type not set. ",1349989371072
error,log,,,"CPU master group not set.",1349989371103
error,log,,,"Expected base address of system ID component is undefined.",1349989371150
error,log,,,"SOPC design not set.",1349989371181
error,log,,,"CPU module not set.",1349989371228
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1349989371275
error,log,,,"CPU architecture type not set. ",1349989371306
error,log,,,"CPU master group not set.",1349989371353
error,log,,,"Expected base address of system ID component is undefined.",1349989371400
error,log,,,"SOPC design not set.",1349989371447
error,log,,,"CPU module not set.",1349989371478
